,제목,작가,평점,내용,장르,이용연령가,연재요일
532,위닝샷!,강견 / 시바견,9.95,야구를 할 수 있는 조건이라면 팀의 패전조 역할도 마다하지 않는 투수 '안시윤'. 초라한 성적으로 중학교 선수 생활을 이어왔던 그는 상대팀의 포수 '백태오'와의 만남을 계기로 야구 인생이 송두리째 바뀌기 시작한다. 고교야구 정상에서 힘찬 위닝샷을 던지기 위한 뜨거운 청춘들의 이야기!,"스토리, 스포츠",12세 이용가,일
533,밤마다 남편이 바뀐다,구슬 / 여슬기 / 한윤설,9.93,"역사상 최악의 폭군으로 이름 난 루펜하르트의 황제 리반펠의 신부로 팔려가듯 보내진 공주, 테리엘라.살아남기 위해선 반드시 퇴짜를 맞아야한다! 만반의 준비를 하고 있는 테리엘라의 침실에 밤마다 찾아오는 잘생기고 몸 좋은 이 남자?""밤마다 공주의 침실로 오겠어.""네? 대체 왜요? 왜… 왜 이러세요 폐하?밤마다 이 짓을 해야 한다고?!","스토리, 로맨스",전체연령가,일
534,잿더미 황후,스튜디오BCW / 별보라,9.91,"아내, 아프로사를 위해 황제가 된 에일렉.그러나 그는 그녀를 지키지 못하고 황궁을 불태우며 마지막을 맞이했다.'어디서부터 잘못된 걸까? 모든 건 널 위해서였는데.'과거로 돌아온 그는 또다시 아내를 잃지 않기 위해 새로운 세상을 만들고자 한다.갑자기 달라진 남편의 모습이 낯선 아프로사.어느 날, 그녀는 낯설지만 익숙한 기억을 떠올리며 혼란스러워하는데…","스토리, 로맨스",15세 이용가,일
535,나 혼자 특성빨로 무한 성장,샤이아탄 / 2사랑 / 선...,9.07,평생 헌터가 되지 못할 줄 알았다.기회 같은 것은 찾아오지 않을 거라 여겼다.하지만 아니었다.「‘시련의 탑’이 지구 차원의 모든 적합자를 선별해냈습니다.」「난이도를 선택해주십시오.」「선택하는 난이도에 따라서 보상도 커집니다.」이제 내게도 기회가 주어졌다.그것도 아주 특별한.,"스토리, 액션",15세 이용가,일
536,약빨이 신선함,한집 / 벤 / 아로,9.81,어느날 갑자기 열린 하늘문으로 괴물들의 침략과 선인들의 인간계 개입이 시작되었다!남들보다 '약빨'이 잘 받던 한율도 갑자기 각성을 하게 되는데...커피? 에너지음료? 다 가져와! 이젠 '약빨'이다!,"스토리, 판타지",15세 이용가,일
537,백설을 위하여,러스츄 / 김햐 / 찬겨울,9.94,"'이번 생에선 내가 백설이 되어야 한다.' 이복 오라비의 명을 받은 기사에게 죽임 당하는 미래를 알게 됐다. 살아남기 위해 그 기사에게 동정받을 계획이었다. 하지만 그를 알아갈수록 동정이 아닌, 그의 행복을 원하게 됐다.","스토리, 로맨스",15세 이용가,일
538,고백 취소도 되나?,신매,9.94,"설레는 마음으로 고백할 준비를 하던 '반하얀'.그런데 고백이 양아치 같은 '설박하'에게 잘못 전해졌다.그런 사실을 들키지 않기 위해 필사적으로 노력하는 하얀과, 그런 그녀 머리 위에서 즐기는 박하.과연 하얀은 그에게서 벗어나 다시 제대로 고백할 수 있을까?<나의 첫번째 새벽> 신매 작가의 풋풋 하이틴 로맨스 신작!","스토리, 로맨스",전체연령가,일
539,오로지 너를 이기고 싶어,아마도지 / 사삭,9.95,태어나서 단 한번도 패배해본 적 없는 남주 '이기고'그런 이기고를 처음으로 패배하게 만든 여주 '오로지'과연 이 '내기'의 승자는 누가 될 것인가?,"에피소드, 로맨스",전체연령가,일
540,청춘계시록,한서,9.96,"사이비 교주 아들과의 아슬아슬하고 위험천만한 동거가 시작됐다! 철석같이 믿었던 외삼촌에게 사기를 당한 청아네. 부모님은 행방불명된 외삼촌을 쫓는다며 사라지고, 청아는 갑작스레 빈 집에 혼자 살게 된다. 그런데 사기당한 가족이 청아네만이 아니었으니! 자치구에서 가장 큰 사이비, ‘천년재림교’도 외삼촌에게 제대로 속았다. 그리고 청아네 집에 찾아온 교주의 아들 ‘요한’. 무작정 짐을 끌고 쳐들어오는데...! 신이시여, 이 동거 괜찮을까요?","스토리, 로맨스",전체연령가,일
541,천치전능,김칸비 / 송래현,9.91,학창 시절 매일 폭력 사건을 일으키던 문제아 김전지는 오토바이 사고로 다리를 다쳐 현역(?)에서 은퇴하고 훌륭한 사회부적응자로 살아가고 있다.그러던 어느 날 육교 위 거지 노인과 시비가 붙게 되어 거지 노인에게 행패를 부리고 마는데....그 노인이 하필이면 ‘신’?,"스토리, 드라마",12세 이용가,일
542,헬스던전,도베도베 / 채종,9.6,"인류 최강의 헬스남 한솔은 데드리프트 도중 정신을 잃었는데, 눈을 떠보니 이세계에 도착했다.그런데 눈 앞에 나타난 몬스터들의 단백질 함량이 보인다고...?이 세계는 내가 헬스로 뒤집어보겠다!","스토리, 액션",전체연령가,일
543,돌&아이,송채윤 / 엔리,9.87,"글로벌 아이돌 오디션에서 발탁된 걸그룹 '릴리'는 데뷔 직전 투표조작으로 나락에 떨어지고, 이를 기획한 대한민국 최고의 엔터테인먼트 대표 차유주는 남편의 배신으로 누명을 쓰며 징역을 살게 된다.수감 중 만난 조폭 출신의 비주얼센터감 은하린. 차유주는 그녀를 꼬셔 다시금 릴리를 데뷔시키는데...","스토리, 드라마",12세 이용가,일
544,평행도시,고다,9.95,"날 찾아온 또 다른 나..?극악무도한 도플갱어의 습격,그리고 눈 앞에 펼쳐진 끔찍한 평행세계.다시 예전의 삶으로 돌아갈 수 있을까?","스토리, 판타지",15세 이용가,일
545,노량진 공격대,잭한 / 이리몽,9.38,"게임으로 입시를 조져버린 노량진 N수생 '지건'.어느 날 ""게임이 현실이었으면...""하고 빌며 원룸에서 자다 일어났더니 진짜로 게임이 현실이 되어버렸다...!꿈과 희망이 넘쳐날 줄 알았던 세상은 꿈도 희망도 없는 지옥도가 되어 버렸고, 할 줄 아는 것이라곤 게임밖에 없던 N수생 지건.게임이 되어버린 세상에서 가족을 구하기 위해 목숨을 건 레이드를 시작한다!","스토리, 액션",12세 이용가,일
546,몸이 바뀌는 사정,푸릭 / 달꽃 / 윤달,9.97,"황태자는 하룻밤을 보낸 여성과 몸이 바뀌는 저주를 받았고,나는 그 저주를 풀지 못해 멸문당하는 공작가의 딸이 되었다.​저주를 풀고자 무심한 그를 유혹해 하룻밤까지 보냈다.저주 해제약도 먹였겠다, 그에게 관심을 끊었는데……​설상가상 풀려야 할 저주는 풀리지 않고이젠 예고도 없이 수시로 몸이 바뀌게 되었다?​원래 몸으로 돌아가는 방법은 단 하나, 서로의 몸을 탐하는 것뿐.","스토리, 로맨스",15세 이용가,일
547,장미같은 소리,혜진양 / 듀영,9.89,"아이돌그룹 플라워즈의 막내 '장미'는 생일날 갑자기 실종된다.의지할 사람이라고는 같이 잡혀 온 비밀연애 중인 매니저 '승천'뿐인데, 어설픈 납치범들 A, B, C, D보다 승천이 어쩐지 더 쎄한 것도 같다.여기서 무사히 나갈 수 있을까? 누구를 믿어야 할까? 잔혹한 심리 스릴러!","스토리, 스릴러",15세 이용가,일
548,데빌샷,CTK,9.97,"죽음을 마주한 순간,지하세계의 왕과 계약했다.","스토리, 판타지",15세 이용가,일
549,완벽한 파트너,산차 / 오하라,9.95,"능력 있는 매니저로 승승장구하던 설영은 7년을 키운 내 배우가 하루 아침에 배신하자, 더 이상 매니저 일을 하지 않겠다 다짐한다.하지만 그런 그녀 앞에 자신의 매니저가 되어 달라는 천재 루키 서헌이 나타나게 되는데…!서헌을 만인의 연인으로 만들기 위해 다시 한번 가슴이 뛰기 시작한 설영!그런데 이 남자, 뭔가를 더 숨기고 있는 거 같다?","스토리, 로맨스",전체연령가,일
550,위험한 남편을 길들이는 법,두지 / 윤손,9.92,"""난 그 OO이랑 결혼할 생각 없어."" 이복 언니의 완강한 거부에 맞선 자리에 대신 나가게 된 이 회장의 사생아, 혜리. 세기의 추남이라느니, 성격이 포악해 사람을 반 죽여놓았다느니, 사이코패스라느니 하는 무성한 소문 속의 맞선남은, 그래, 꽤 '위험한 남자'이긴 했다.","스토리, 로맨스",12세 이용가,일
551,키미앤조이,치자,9.97,"1980년대 프랑스의 어느 한적한 시골에서 펼쳐지는 로맨스!구두 디자이너인 조이는 번아웃으로 지친 일상을 멈추고, 인생 처음으로 휴식다운 휴식을 즐기러 왔다.하지만 계획과는 달리 드넓은 포도밭 끝에 위치한 숙소는 가는 길부터 몹시 험난하다.택시도 안 잡혀서 하염없이 걷던 조이는 낡은 트럭이 튀기고 간 흙탕물까지 잔뜩 뒤집어쓰게 되고,그렇게 고생해서 드디어 도착한 숙소.그리고 그녀의 눈앞에 아까의 그 낡은 트럭과 트럭의 주인 키미가 나타나는데...! 첫인상부터 달갑지 않은 둘. 이곳에서 조이는 과연 평화로운 휴식을 보낼 수 있을까?","스토리, 로맨스",전체연령가,일
552,나의 작은 서점,한민기,9.97,"꿈을 잊은 채 현실에 순응하며 살아가는 ‘방송 작가’ 한주아. 첫 예능이 폐지되고 주아는 스스로 잘 살고 있는지 의문을 품게 된다. 그러던 와중 퇴근길에 우연히 봤던 동네 서점 앞에 서게 되고, 잊었던 꿈과 동시에 곰 탈을 쓴 재수 없는(?) 서점지기와 마주하게 되는데.. 망해가는 서점주인, 망한 아이돌, 그리고 꿈에 다가가지 못하고 서성여야 했던 주아. 그들이 꿈을 향한 첫 페이지를 넘긴다.","스토리, 로맨스",전체연령가,일
553,손 안의 안단테,나윤희,9.96,"""나는 살아갈 것이다. 안단테의 리듬을 한, 이 사람의 심장으로."" 열두 살의 나이에 확장성 심근증을 진단받은 다울. 그로부터 4년 후, 다울에게 새 심장을 줄 공여자가 나타난다. 죽음의 문턱에서 삶을 되돌려 받은 다울. 상실 끝에 삶의 궤도에서 멀어져 가는 연조. 살아 있는 두 사람을 위로하는 죽은 피아니스트의 이야기.","스토리, 드라마",12세 이용가,일
554,홍 의관의 은밀한 비밀,유계진 / 서이나,9.96,"사람의 명줄을 보는 신비한 눈을 가진 천재 의원 홍계동. 사실 그는 여인이다.어느 날, 부득이한 사정으로 샌님이라 여긴 사내에게 술값을 떠넘기다 딱 걸리고 말았으니.명줄조차 보이지 않는 이 위험한 사내에게 얽혀 내의원까지 입성하게 되는데!그런데 샌님인 줄 알았던 그가 무려 이 나라의 주상 전하라고...?","스토리, 로맨스",12세 이용가,일
555,마도,이밤,9.75,"""그 얼굴, 안 쓸 거면 나줘!""자신의 운명을 모른 채 마법사와 위험한 계약을 한 주인남.악마를 잡는 마녀의 등장과 엉망이 돼버린 대학생활.신박한 오컬트 액션 스릴러!위험한 변신이 시작된다.","스토리, 판타지",15세 이용가,일
556,내곁엔 없을까,쑤녕,9.97,"""아무도 나와 친해지고 싶어 하지 않을 거야..""라고 늘 생각하는 나율에게 어느 날 같은 반 전학생인 서윤이 오게 된다. 11살 때 나율과 제일 친했지만 알 수 없는 이유와 오해로 외면했고,지금도 여전히 그녀를 냉담하게 대한다.늘 안개로 가득했던 나율의 하루는 맑아질 수 있을까?","스토리, 로맨스",전체연령가,일
557,결혼까지 망상했어!,문주,9.91,'내게는 짝남도 강제 남사친일 뿐' 10대 안에 한 번이라도 연애를 해보는 게 소원이지만 호감 상대와 결혼까지 망상하면 절대 성사되지 않는다는 징크스를 지닌 소망. 연애의 '연'자도 허용되지 않던 그녀의 현실에도 볕 들 날이 오긴 하는데... 이게 과연 썸이 맞긴 할까? 망상 소녀 소망의 유쾌 발랄 로맨스.,"스토리, 로맨스",12세 이용가,일
558,마왕의 고백,탑승,9.95,"천 년 전 마왕이 남긴 '저주'는 사람을 마술사로 만든다. 마술사라는 정체를 숨긴 채 성기사가 되기를 꿈꾸는 '라피스'.  어느 날 실수로 마왕 '카라'를 소환하고 마는데! ​마왕은 자신을 도와준다면 저주를 거두어 주겠다 하지만... 잠깐, 이 마왕의 고백이 심상치 않다?! ​별을 쫓아 천 년 전 진실에 다가서는 라피스의 아카데미 성장&드라마 판타지!","스토리, 판타지",12세 이용가,일
559,블러드 리벤저,고백,9.79,어느 날 정체불명의 괴물 이블에게 습격 당한 '금마루'는 이블을 사냥하는 리벤저 '제이.화이트'에게 도움을 받게 된다.'금마루'는 그 사건을 계기로 오랜 시간 이어져 온 이블과 리벤저 간의 전쟁에 개입하게 되는데...,"스토리, 판타지",15세 이용가,일
560,108명의 그녀들,고송 / 레죵,9.94,"위대한 마녀이자 개국 공신인 황후 '데사'는 황제의 진심을 시험하기 위해 똑같은 얼굴의 108명 사이에서 자신을 찾아 내라는 내기를 제안한다.한편, 데사를 흠모하던 어린 마녀 '아리트'는 데사를 막기 위해 몰래 내기에 참여하는데?!","스토리, 로맨스",전체연령가,일
561,천년간 노려왔습니다,수빈,9.9,"용왕에게 토끼의 간을 바치지 못한 죄로, 계속해서 전생의 기억을 갖고 환생을 반복하는 벌을 받은 별주부 유한별.끝없는 환생의 굴레에서 벗어나기 위해서는 못다한 임무를 완수해야하지만...토끼의 간을 빼앗기는 커녕 마음만 빼앗기는 현대판 별주부전!","스토리, 로맨스",12세 이용가,일
562,생존고백,박태현,9.95,퇴마사가 귀신인 나에게 반해버렸다...?! 퇴마사로부터 살아남기 위해 거짓 고백을 해버린 한 귀신의 생존 서바이벌 연애기2021 지상최대공모전 1기 장려상 수상작,"스토리, 로맨스",12세 이용가,일
